id,town,rate2040,rate2013
36401,板野郡松茂町,33.33 ,33.33 
36402,板野郡北島町,0.00 ,0.00 
36403,板野郡藍住町,0.00 ,0.00 
36404,板野郡板野町,25.00 ,25.00 
36405,板野郡上板町,0.00 ,0.00 
36468,美馬郡つるぎ町,60.00 ,40.00 
36489,三好郡東みよし町,0.00 ,0.00 
37201,高松市,8.51 ,4.26 
37202,丸亀市,6.25 ,6.25 
37203,坂出市,25.00 ,16.67 
37204,善通寺市,0.00 ,0.00 
37205,観音寺市,7.69 ,7.69 
37206,さぬき市,25.00 ,8.33 
37207,東かがわ市,16.67 ,0.00 
37208,三豊市,16.67 ,12.50 
37322,小豆郡土庄町,60.00 ,40.00 
37324,小豆郡小豆島町,0.00 ,0.00 
37341,木田郡三木町,0.00 ,0.00 
37364,香川郡直島町,0.00 ,0.00 
37386,綾歌郡宇多津町,0.00 ,0.00 
37387,綾歌郡綾川町,0.00 ,0.00 
37403,仲多度郡琴平町,0.00 ,0.00 
37404,仲多度郡多度津町,0.00 ,0.00 
37406,仲多度郡まんのう町,0.00 ,0.00 
38201,松山市,10.91 ,7.27 
38202,今治市,10.00 ,3.33 
38203,宇和島市,41.94 ,29.03 
38204,八幡浜市,46.67 ,20.00 
38205,新居浜市,5.88 ,5.88 
38206,西条市,4.00 ,4.00 
38207,大洲市,52.63 ,36.84 
38210,伊予市,33.33 ,22.22 
38213,四国中央市,5.26 ,5.26 
38214,西予市,61.54 ,46.15 
38215,東温市,28.57 ,14.29 
38356,越智郡上島町,50.00 ,25.00 
38386,上浮穴郡久万高原町,88.89 ,66.67 
38401,伊予郡松前町,0.00 ,0.00 
38402,伊予郡砥部町,50.00 ,50.00 
38422,喜多郡内子町,60.00 ,40.00 
38442,西宇和郡伊方町,87.50 ,50.00 
38484,北宇和郡松野町,66.67 ,33.33 
38488,北宇和郡鬼北町,83.33 ,0.00 
38506,南宇和郡愛南町,80.00 ,53.33 
39201,高知市,9.76 ,2.44 
39202,室戸市,87.50 ,37.50 
39203,安芸市,55.56 ,33.33 
39204,南国市,15.38 ,15.38 
39205,土佐市,11.11 ,0.00 
39206,須崎市,37.50 ,12.50 
39208,宿毛市,33.33 ,22.22 
39209,土佐清水市,75.00 ,50.00 
39210,四万十市,50.00 ,7.14 
39211,香南市,0.00 ,0.00 
39212,香美市,0.00 ,0.00 
39301,安芸郡東洋町,100.00 ,0.00 
39302,安芸郡奈半利町,50.00 ,50.00 
39303,安芸郡田野町,0.00 ,0.00 
39304,安芸郡安田町,0.00 ,0.00 
39305,安芸郡北川村,0.00 ,0.00 
39306,安芸郡馬路村,100.00 ,100.00 
39307,安芸郡芸西村,0.00 ,0.00 
39341,長岡郡本山町,50.00 ,50.00 
39344,長岡郡大豊町,100.00 ,66.67 
39363,土佐郡土佐町,0.00 ,0.00 
39364,土佐郡大川村,100.00 ,100.00 
39386,吾川郡いの町,28.57 ,28.57 
39387,吾川郡仁淀川町,100.00 ,0.00 
39401,高岡郡中土佐町,75.00 ,25.00 
39402,高岡郡佐川町,50.00 ,0.00 
39403,高岡郡越知町,0.00 ,0.00 
39405,高岡郡檮原町,0.00 ,0.00 
39410,高岡郡日高村,50.00 ,50.00 
39411,高岡郡津野町,0.00 ,0.00 
39412,高岡郡四万十町,75.00 ,8.33 
39424,幡多郡大月町,0.00 ,0.00 
39427,幡多郡三原村,100.00 ,0.00 
39428,幡多郡黒潮町,77.78 ,33.33 
40109,北九州市,3.82 ,3.82 
40137,福岡市,3.45 ,2.76 
40202,大牟田市,4.76 ,0.00 
40203,久留米市,2.17 ,2.17 
40204,直方市,0.00 ,0.00 
40205,飯塚市,4.55 ,0.00 
40206,田川市,0.00 ,0.00 
40207,柳川市,5.26 ,5.26 
40210,八女市,11.11 ,0.00 
40211,筑後市,8.33 ,8.33 
40212,大川市,0.00 ,0.00 
40213,行橋市,0.00 ,0.00 
40214,豊前市,10.00 ,10.00 
40215,中間市,0.00 ,0.00 
40216,小郡市,0.00 ,0.00 
40217,筑紫野市,0.00 ,0.00 
40218,春日市,0.00 ,0.00 
40219,大野城市,0.00 ,0.00 
40220,宗像市,13.33 ,6.67 
40221,太宰府市,0.00 ,0.00 
40223,古賀市,0.00 ,0.00 
40224,福津市,0.00 ,0.00 
40225,うきは市,30.00 ,30.00 
40226,宮若市,0.00 ,0.00 
40227,嘉麻市,33.33 ,16.67 
40228,朝倉市,14.29 ,0.00 
40229,みやま市,13.33 ,0.00 
40230,糸島市,11.76 ,11.76 
40305,筑紫郡那珂川町,0.00 ,0.00 
40341,糟屋郡宇美町,0.00 ,0.00 
40342,糟屋郡篠栗町,25.00 ,25.00 
40343,糟屋郡志免町,0.00 ,0.00 
40344,糟屋郡須恵町,0.00 ,0.00 
40345,糟屋郡新宮町,25.00 ,25.00 
40348,糟屋郡久山町,0.00 ,0.00 
40349,糟屋郡粕屋町,0.00 ,0.00 
40381,遠賀郡芦屋町,0.00 ,0.00 
40382,遠賀郡水巻町,0.00 ,0.00 
40383,遠賀郡岡垣町,0.00 ,0.00 
40384,遠賀郡遠賀町,0.00 ,0.00 
40401,鞍手郡小竹町,0.00 ,0.00 
40402,鞍手郡鞍手町,16.67 ,0.00 
40421,嘉穂郡桂川町,0.00 ,0.00 
40447,朝倉郡筑前町,0.00 ,0.00 
40448,朝倉郡東峰村,0.00 ,0.00 
40503,三井郡大刀洗町,0.00 ,0.00 
40522,三潴郡大木町,0.00 ,0.00 
40544,八女郡広川町,0.00 ,0.00 
40601,田川郡香春町,0.00 ,0.00 
40602,田川郡添田町,80.00 ,20.00 
40604,田川郡糸田町,0.00 ,0.00 
40605,田川郡川崎町,0.00 ,0.00 
40608,田川郡大任町,0.00 ,0.00 
40609,田川郡赤村,50.00 ,50.00 
40610,田川郡福智町,0.00 ,0.00 
40621,京都郡苅田町,0.00 ,0.00 
40625,京都郡みやこ町,54.55 ,27.27 
40642,築上郡吉富町,0.00 ,0.00 
40646,築上郡上毛町,0.00 ,0.00 
40647,築上郡築上町,37.50 ,37.50 
41201,佐賀市,5.71 ,2.86 
41202,唐津市,27.78 ,22.22 
41203,鳥栖市,0.00 ,0.00 
41204,多久市,0.00 ,0.00 
41205,伊万里市,12.50 ,6.25 
41206,武雄市,21.43 ,21.43 
41207,鹿島市,22.22 ,22.22 
41208,小城市,0.00 ,0.00 
41209,嬉野市,22.22 ,22.22 
41210,神埼市,0.00 ,0.00 
41327,神埼郡吉野ヶ里町,0.00 ,0.00 
41341,三養基郡基山町,0.00 ,0.00 
41345,三養基郡上峰町,0.00 ,0.00 
41346,三養基郡みやき町,0.00 ,0.00 
41387,東松浦郡玄海町,0.00 ,0.00 
41401,西松浦郡有田町,0.00 ,0.00 
41423,杵島郡大町町,0.00 ,0.00 
41424,杵島郡江北町,0.00 ,0.00 
41425,杵島郡白石町,0.00 ,0.00 
41441,藤津郡太良町,33.33 ,33.33 
42201,長崎市,16.67 ,5.56 
42202,佐世保市,16.33 ,10.20 
42203,島原市,10.00 ,10.00 
42204,諫早市,7.14 ,0.00 
42205,大村市,13.33 ,6.67 
42207,平戸市,47.06 ,11.76 
42208,松浦市,33.33 ,25.00 
42209,対馬市,69.57 ,34.78 
42210,壱岐市,45.00 ,20.00 
42211,五島市,73.68 ,36.84 
42212,西海市,53.33 ,13.33 
42213,雲仙市,35.00 ,20.00 
42214,南島原市,56.67 ,33.33 
42307,西彼杵郡長与町,0.00 ,0.00 
42308,西彼杵郡時津町,0.00 ,0.00 
42321,東彼杵郡東彼杵町,50.00 ,25.00 
42322,東彼杵郡川棚町,0.00 ,0.00 
42323,東彼杵郡波佐見町,25.00 ,25.00 
42383,北松浦郡小値賀町,50.00 ,50.00 
42391,北松浦郡佐々町,0.00 ,0.00 
42411,南松浦郡新上五島町,69.23 ,23.08 
43105,熊本市,4.26 ,2.13 
43202,八代市,17.86 ,14.29 
43203,人吉市,0.00 ,0.00 
43204,荒尾市,0.00 ,0.00 
43205,水俣市,42.86 ,28.57 
43206,玉名市,14.29 ,9.52 
43208,山鹿市,11.11 ,5.56 
43210,菊池市,0.00 ,0.00 
43211,宇土市,0.00 ,0.00 
43212,上天草市,36.36 ,9.09 
43213,宇城市,0.00 ,0.00 
43214,阿蘇市,11.11 ,0.00 
43215,天草市,31.03 ,13.79 
43216,合志市,0.00 ,0.00 
43348,下益城郡美里町,33.33 ,0.00 
43364,玉名郡玉東町,0.00 ,0.00 
43367,玉名郡南関町,0.00 ,0.00 
43368,玉名郡長洲町,0.00 ,0.00 
43369,玉名郡和水町,62.50 ,12.50 
43403,菊池郡大津町,0.00 ,0.00 
43404,菊池郡菊陽町,0.00 ,0.00 
43423,阿蘇郡南小国町,33.33 ,33.33 
43424,阿蘇郡小国町,0.00 ,0.00 
43425,阿蘇郡産山村,0.00 ,0.00 
43428,阿蘇郡高森町,50.00 ,0.00 
43432,阿蘇郡西原村,0.00 ,0.00 
43433,阿蘇郡南阿蘇村,20.00 ,0.00 
43441,上益城郡御船町,0.00 ,0.00 
43442,上益城郡嘉島町,0.00 ,0.00 
43443,上益城郡益城町,0.00 ,0.00 
43444,上益城郡甲佐町,0.00 ,0.00 
43447,上益城郡山都町,42.86 ,0.00 
43468,八代郡氷川町,0.00 ,0.00 
43482,葦北郡芦北町,50.00 ,16.67 
43484,葦北郡津奈木町,50.00 ,50.00 
43501,球磨郡錦町,0.00 ,0.00 
43505,球磨郡多良木町,25.00 ,25.00 
43506,球磨郡湯前町,0.00 ,0.00 
43507,球磨郡水上村,50.00 ,0.00 
43510,球磨郡相良村,50.00 ,50.00 
43511,球磨郡五木村,100.00 ,0.00 
43512,球磨郡山江村,50.00 ,0.00 
43513,球磨郡球磨村,0.00 ,0.00 
43514,球磨郡あさぎり町,0.00 ,0.00 
43531,天草郡苓北町,25.00 ,0.00 
44201,大分市,6.67 ,5.00 
44202,別府市,6.67 ,6.67 
44203,中津市,21.74 ,17.39 
44204,日田市,11.11 ,0.00 
44205,佐伯市,41.38 ,24.14 
44206,臼杵市,30.77 ,7.69 
44207,津久見市,33.33 ,33.33 
44208,竹田市,50.00 ,16.67 
44209,豊後高田市,63.64 ,27.27 
44210,杵築市,53.33 ,33.33 
44211,宇佐市,34.62 ,19.23 
44212,豊後大野市,9.09 ,0.00 
44213,由布市,50.00 ,42.86 
44214,国東市,45.45 ,0.00 
44322,東国東郡姫島村,0.00 ,0.00 
44341,速見郡日出町,16.67 ,16.67 
44461,玖珠郡九重町,33.33 ,16.67 
44462,玖珠郡玖珠町,66.67 ,55.56 
45201,宮崎市,6.25 ,6.25 
45202,都城市,16.22 ,16.22 
45203,延岡市,33.33 ,26.67 
45204,日南市,37.50 ,18.75 
45205,小林市,8.33 ,8.33 
45206,日向市,14.29 ,14.29 
45207,串間市,54.55 ,54.55 
45208,西都市,33.33 ,22.22 
45209,えびの市,20.00 ,20.00 
45341,北諸県郡三股町,16.67 ,16.67 
45361,西諸県郡高原町,50.00 ,0.00 
45382,東諸県郡国富町,0.00 ,0.00 
45383,東諸県郡綾町,0.00 ,0.00 
45401,児湯郡高鍋町,0.00 ,0.00 
45402,児湯郡新富町,0.00 ,0.00 
45403,児湯郡西米良村,100.00 ,0.00 
45404,児湯郡木城町,0.00 ,0.00 
45405,児湯郡川南町,0.00 ,0.00 
45406,児湯郡都農町,25.00 ,25.00 
45421,東臼杵郡門川町,25.00 ,0.00 
45429,東臼杵郡諸塚村,66.67 ,66.67 
45430,東臼杵郡椎葉村,83.33 ,66.67 
45431,東臼杵郡美郷町,50.00 ,25.00 
45441,西臼杵郡高千穂町,20.00 ,0.00 
45442,西臼杵郡日之影町,75.00 ,0.00 
45443,西臼杵郡五ヶ瀬町,75.00 ,0.00 
46201,鹿児島市,7.69 ,3.85 
46203,鹿屋市,16.00 ,8.00 
46204,枕崎市,20.00 ,20.00 
46206,阿久根市,66.67 ,33.33 
46208,出水市,35.71 ,28.57 
46210,指宿市,16.67 ,8.33 
46213,西之表市,63.64 ,54.55 
46214,垂水市,62.50 ,62.50 
46215,薩摩川内市,41.67 ,30.56 
46216,日置市,31.58 ,15.79 
46217,曽於市,80.00 ,50.00 
46218,霧島市,34.29 ,28.57 
46219,いちき串木野市,55.56 ,33.33 
46220,南さつま市,50.00 ,37.50 
46221,志布志市,18.75 ,18.75 
46222,奄美市,66.67 ,52.38 
46223,南九州市,47.62 ,28.57 
46224,伊佐市,42.86 ,28.57 
46225,姶良市,25.00 ,18.75 
46303,鹿児島郡三島村,100.00 ,100.00 
46304,鹿児島郡十島村,100.00 ,100.00 
46392,薩摩郡さつま町,57.14 ,28.57 
46404,出水郡長島町,50.00 ,40.00 
46452,姶良郡湧水町,60.00 ,20.00 
46468,曽於郡大崎町,33.33 ,16.67 
46482,肝属郡東串良町,0.00 ,0.00 
46490,肝属郡錦江町,66.67 ,50.00 
46491,肝属郡南大隅町,50.00 ,0.00 
46492,肝属郡肝付町,33.33 ,16.67 
46501,熊毛郡中種子町,85.71 ,57.14 
46502,熊毛郡南種子町,87.50 ,62.50 
46505,熊毛郡屋久島町,33.33 ,22.22 
46523,大島郡大和村,100.00 ,75.00 
46524,大島郡宇検村,75.00 ,75.00 
46525,大島郡瀬戸内町,92.31 ,84.62 
46527,大島郡龍郷町,42.86 ,42.86 
46529,大島郡喜界町,0.00 ,0.00 
46530,大島郡徳之島町,62.50 ,37.50 
46531,大島郡天城町,50.00 ,50.00 
46532,大島郡伊仙町,62.50 ,50.00 
46533,大島郡和泊町,0.00 ,0.00 
46534,大島郡知名町,60.00 ,40.00 
46535,大島郡与論町,0.00 ,0.00 
47201,那覇市,0.00 ,0.00 
47205,宜野湾市,0.00 ,0.00 
47207,石垣市,50.00 ,40.00 
47208,浦添市,0.00 ,0.00 
47209,名護市,7.14 ,7.14 
47210,糸満市,0.00 ,0.00 
47211,沖縄市,0.00 ,0.00 
47212,豊見城市,0.00 ,0.00 
47213,うるま市,5.56 ,5.56 
47214,宮古島市,30.00 ,25.00 
47215,南城市,11.11 ,11.11 
47301,国頭郡国頭村,71.43 ,71.43 
47302,国頭郡大宜味村,100.00 ,0.00 
47303,国頭郡東村,66.67 ,33.33 
47306,国頭郡今帰仁村,0.00 ,0.00 
47308,国頭郡本部町,66.67 ,33.33 
47311,国頭郡恩納村,20.00 ,0.00 
47313,国頭郡宜野座村,0.00 ,0.00 
47314,国頭郡金武町,0.00 ,0.00 
47315,国頭郡伊江村,0.00 ,0.00 
47324,中頭郡読谷村,0.00 ,0.00 
47325,中頭郡嘉手納町,0.00 ,0.00 
47326,中頭郡北谷町,0.00 ,0.00 
47327,中頭郡北中城村,0.00 ,0.00 
47328,中頭郡中城村,0.00 ,0.00 
47329,中頭郡西原町,0.00 ,0.00 
47348,島尻郡与那原町,0.00 ,0.00 
47350,島尻郡南風原町,0.00 ,0.00 
47353,島尻郡渡嘉敷村,100.00 ,100.00 
47354,島尻郡座間味村,66.67 ,66.67 
47355,島尻郡粟国村,0.00 ,0.00 
47356,島尻郡渡名喜村,100.00 ,100.00 
47357,島尻郡南大東村,0.00 ,0.00 
47358,島尻郡北大東村,100.00 ,0.00 
47359,島尻郡伊平屋村,50.00 ,50.00 
47360,島尻郡伊是名村,0.00 ,0.00 
47361,島尻郡久米島町,33.33 ,16.67 
47362,島尻郡八重瀬町,0.00 ,0.00 
47375,宮古郡多良間村,0.00 ,0.00 
47381,八重山郡竹富町,100.00 ,72.73 
47382,八重山郡与那国町,66.67 ,33.33 
